,JNJ_close,JNJ_volume,JNJ_return,MRK_close,MRK_volume,MRK_return,PFE_close,PFE_volume,PFE_return,LLY_close,LLY_volume,LLY_return,ABBV_close,ABBV_volume,ABBV_return,ZTS_close,ZTS_volume,ZTS_return,ALXN_close,ALXN_volume,ALXN_return,VTRS_close,VTRS_volume,VTRS_return,CTLT_close,CTLT_volume,CTLT_return,PRGO_close,PRGO_volume,PRGO_return
2015-01-16,104.04000091552734,14092300,0.014898145310631999,63.029998779296875,11371200,0.018245244065582533,31.119544982910156,25146648,0.012195135405345704,70.68000030517578,4263300,0.013299411960209276,64.54000091552734,8106000,0.0255655640296395,44.220001220703125,2761600,0.028946236061948887,180.44000244140625,1791800,0.041953043791810724,56.0,5626900,0.05821425574166434,28.06999969482422,450700,0.023868902158110303,160.52000427246094,767900,0.012521864640704101
2015-01-20,101.29000091552734,20460000,-0.027149767747493784,62.61000061035156,13105900,-0.006708164268503018,31.4041748046875,44449393,0.009063438971014099,72.02999877929688,6163300,0.018742169887542955,63.45000076293945,9065300,-0.017178883206957336,43.560001373291016,3471000,-0.015151511170906226,183.05999755859375,1560600,0.014312220868182264,55.130001068115234,3342500,-0.01578086187246484,27.989999771118164,453000,-0.0028581609274825224,161.97000122070312,562200,0.008952256203705256
2015-01-21,101.9000015258789,11702900,0.005986266940306615,62.15999984741211,9081400,-0.007239394530953943,30.967742919921875,35027793,-0.01409311249754866,72.23999786376953,5195900,0.0029069641567359035,62.70000076293945,7979500,-0.011961722342486924,44.25,1991900,0.015593189304157838,179.25999450683594,1075800,-0.021198277185113395,54.59000015258789,2651600,-0.00989193834068426,27.530000686645508,333400,-0.016709011006156516,158.88999938964844,689900,-0.01938449142731476
2015-01-22,103.76000213623047,9036600,0.017925988551055507,62.59000015258789,8494400,0.006870111904896715,31.129032135009766,31389069,0.005181311593253622,72.45999908447266,4582800,0.003036174765150787,62.97999954223633,8941700,0.004445836477167632,44.5099983215332,2914700,0.005841346469056599,180.32000732421875,1205900,0.0058785091743973235,54.439998626708984,3947000,-0.002755355063607836,27.90999984741211,425600,0.013615161692730575,156.2100067138672,1613100,-0.017156344411982792
2015-01-23,102.19999694824219,10126000,-0.01526423908582233,62.4900016784668,6229100,-0.0016002315800153332,30.7874755859375,27378599,-0.01109400957928084,72.12999725341797,2903200,-0.004575098344940669,62.43000030517578,6881100,-0.008809854787313671,44.119998931884766,2885500,-0.008839514938577925,183.32000732421875,1137700,0.01636482587901176,54.209999084472656,3120700,-0.004242751265830713,27.200000762939453,443600,-0.02610290678521025,157.0,636800,0.005031804370272691
2015-01-26,102.26000213623047,8962800,0.0005867904042124165,62.81999969482422,6714600,0.0052530725558824,31.119544982910156,28285566,0.010670766463809737,72.11000061035156,3466600,-0.0002773074871328691,62.83000183105469,8181100,0.006366409584938121,44.09000015258789,1926800,-0.0006803987115684825,182.75999450683594,799200,-0.00306419804232302,56.79999923706055,6471800,0.04559859484818411,28.329999923706055,344800,0.03988701601869889,157.52999877929688,895000,0.003364430796698065
2015-01-27,102.08999633789062,10160500,-0.0016652542309549111,62.560001373291016,7965100,-0.00415598330923639,30.929790496826172,42732322,-0.006135007157693352,71.7300033569336,3661600,-0.005297605404074435,63.099998474121094,6532300,0.004278869248739185,43.29999923706055,3008300,-0.018244825160439737,180.36000061035156,783100,-0.01330668600777677,56.29999923706055,3883100,-0.00888099479175242,28.200000762939453,309800,-0.00460989919324566,156.00999450683594,474800,-0.009742992923407448
2015-01-28,101.4800033569336,9053200,-0.006010967291866508,61.45000076293945,8868100,-0.018063475940931228,30.313093185424805,33774481,-0.02034425545519349,70.97000122070312,3105200,-0.010708780092408447,61.849998474121094,6910100,-0.020210186432308767,43.11000061035156,2425100,-0.004407298167918883,177.77999877929688,1570000,-0.014512328995218432,55.2400016784668,3501900,-0.019188948703579595,27.739999771118164,527400,-0.016582588162103184,153.50999450683594,631200,-0.016285584583801627
2015-01-29,102.37999725341797,7569300,0.008790720068654119,62.09000015258789,9091300,0.010307608118467084,30.199241638183594,30735905,-0.0037700134528298314,72.11000061035156,4416600,0.01580917182081937,63.119998931884766,8485600,0.020120413169432694,43.31999969482422,4927300,0.004847624329455997,188.0500030517578,3015200,0.05461315663810056,54.88999938964844,3470700,-0.006376430911098997,27.719999313354492,406100,-0.00072151725321423,154.0,1023200,0.0031818538517146915
2015-01-30,100.13999938964844,10676300,-0.02236866264651767,60.279998779296875,12086900,-0.030026566190188102,29.648956298828125,45396623,-0.018560023962031297,72.0,6720100,-0.0015277862548828125,60.349998474121094,17582500,-0.04589893169510992,42.72999954223633,3146000,-0.013807633019155708,183.24000549316406,2144000,-0.02624971302335609,53.150001525878906,6399400,-0.03273749414517553,27.6200008392334,394900,-0.003620509452666231,151.74000549316406,1138800,-0.014893860715839707
2015-02-02,100.83000183105469,8990700,0.00684322551696846,60.880001068115234,9266700,0.009855490773514447,30.02846336364746,24549979,0.012638244595584875,71.69000244140625,6274500,-0.004324139322594075,60.70000076293945,11491100,0.005766100237548172,43.380001068115234,2136700,0.01498389833735307,178.1699981689453,1935700,-0.028456010418831796,53.189998626708984,4618800,0.000751966570083607,27.639999389648438,243900,0.0007235365722377257,152.39999389648438,1104200,0.004330632741157461
2015-02-03,102.45999908447266,10005200,0.015908620612753718,61.02000045776367,11477500,0.002294319708262558,30.379507064819336,34785267,0.011555279696371289,70.88999938964844,6811500,-0.011285132721762039,61.650001525878906,10721800,0.01540958214803401,43.5,4910800,0.0027585961352819682,177.50999450683594,1428300,-0.003718121134210041,54.59000015258789,5857600,0.02564575053976324,27.780000686645508,278900,0.005039643395846717,151.33999633789062,1357900,-0.007004080773380863
2015-02-04,101.36000061035156,9514100,-0.010852392141844112,59.04999923706055,19446700,-0.033361579105097204,30.426944732666016,38671365,0.0015590677362933242,70.22000122070312,5376400,-0.009541414943008794,56.90999984741211,31250600,-0.08328943403928582,43.459999084472656,5102900,-0.000920407647722092,178.2899932861328,1616500,0.004374888152276028,53.220001220703125,3370500,-0.025742181519376253,27.549999237060547,282000,-0.008348510197980717,151.47999572753906,1528800,0.0009242104145569738
2015-02-05,102.45999908447266,6642200,0.01073588213888432,59.16999816894531,12660400,0.0020280367686025327,31.2998104095459,62653660,0.027887251247172857,71.41000366210938,3847000,0.016664366060488992,57.9900016784668,18964700,0.018623931708829738,43.400001525878906,3470900,-0.0013824321770582004,178.1699981689453,1338400,-0.0006734866611701796,54.29999923706055,3989500,0.019889466510716033,27.489999771118164,244500,-0.0021825924496885626,155.02999877929688,1627600,0.022898813647103566
2015-02-06,101.0999984741211,9215700,-0.013452033935487016,58.790000915527344,9864800,-0.006463637480869738,31.47058868408203,36868498,0.005426599300397366,70.36000061035156,3246000,-0.014923295091662252,56.900001525878906,13890900,-0.019156416930712093,43.65999984741211,5408000,0.005955069226795112,175.6300048828125,1199500,-0.014462183086697512,53.88999938964844,1910900,-0.007608087809532709,27.440000534057617,343900,-0.0018221295950227655,150.3300018310547,1479500,-0.03126453063922784
2015-02-09,99.77999877929688,9851700,-0.013229101132221125,58.33000183105469,10014100,-0.007886148980502078,31.37571144104004,32236379,-0.003023907305505459,69.61000061035156,3771200,-0.01077431394086885,55.47999954223633,22522000,-0.025594844905532953,42.869998931884766,4467100,-0.018427826806866953,171.4199981689453,1187100,-0.024559600739920428,53.0,1491900,-0.016792441314121463,27.549999237060547,258100,0.003992693504505012,147.85000610351562,1173800,-0.01677372759662059
2015-02-10,100.3499984741211,12275500,0.005680116626720367,58.849998474121094,9539400,0.008835966976194085,32.4003791809082,62633318,0.03162517741372439,70.5,6888000,0.012624104817708334,56.88999938964844,18917000,0.02478466975812043,43.90999984741211,4111200,0.023684830770698294,176.38999938964844,1334600,0.028176207482853433,53.970001220703125,2149300,0.01797297014570065,27.8799991607666,272000,0.011836439513615137,149.9600067138672,813000,0.01407042221848904
2015-02-11,100.37999725341797,8177000,0.00029885216295773043,58.7400016784668,10483900,-0.0018726045711813463,32.49525451660156,41574608,0.0029196674131260715,69.94999694824219,3456400,-0.00786280308439147,56.689998626708984,14681600,-0.00352797261923419,45.77000045776367,7071100,0.04063798539980269,173.5,1219200,-0.016657057000855548,53.7599983215332,1566200,-0.003906304049972536,29.31999969482422,751500,0.04911325201384012,147.77000427246094,1023300,-0.014820344982654835
2015-02-12,98.44000244140625,25835200,-0.01970738281082884,58.880001068115234,7207700,0.0023777069821462713,33.083492279052734,46014267,0.017780401098212436,70.52999877929688,3383500,0.008223477117440972,57.04999923706055,11940900,0.006310264945940624,45.790000915527344,6989600,0.0004367865770644643,176.27000427246094,1172800,0.015714552705061127,54.5099983215332,1417600,0.013758943736817653,28.579999923706055,470300,-0.025892224390958153,150.67999267578125,1272900,0.01931237420207304
2015-02-13,99.62000274658203,11153600,0.011845013778784172,58.810001373291016,7899300,-0.0011902685459893496,32.86527633666992,24652638,-0.006639711169546285,70.55999755859375,2691900,0.00042515278252332287,58.04999923706055,11303200,0.01722652908084063,45.459999084472656,6413300,-0.00725916932909493,182.2899932861328,1286200,0.03302424288437246,55.849998474121094,2740900,0.023992841346429025,27.520000457763672,421600,-0.03851742181360852,150.89999389648438,1012400,0.001457927300209457
2015-02-17,100.44000244140625,8627100,0.008164074819717199,58.790000915527344,10187300,-0.0003402016916517762,32.808349609375,24102029,-0.0017351292574209534,71.55999755859375,3971600,0.013974287788106674,58.720001220703125,12789700,0.011410115288048616,46.20000076293945,4055800,0.01601735208325816,178.97000122070312,1055600,-0.01855055061063291,56.529998779296875,2246900,0.012029016802753222,27.34000015258789,508600,-0.006583771184022586,151.89999389648438,1176600,0.006583278737203059
2015-02-18,99.95999908447266,7878200,-0.004801954395057166,58.79999923706055,10534200,0.00017003948406348564,32.713470458984375,22794015,-0.002900308315181141,71.01000213623047,3800000,-0.007745323275841229,59.2400016784668,10781700,0.008777860280727969,45.849998474121094,3276900,-0.007633637960007994,180.2899932861328,714000,0.007321493785485742,56.54999923706055,1890700,0.000353677418806478,27.739999771118164,281900,0.014419597037875173,150.60000610351562,869600,-0.008632056708385504
2015-02-19,100.69999694824219,10028200,0.007348539088336572,58.29999923706055,9836200,-0.008576329443279932,32.64706039428711,28097954,-0.0020341820640270166,71.12000274658203,2337000,0.001546690187056398,59.0,8665500,-0.004067825058759269,45.650001525878906,2928800,-0.004381094010014646,182.27999877929688,722800,0.010917300342828864,57.220001220703125,2865500,0.011709227007149391,29.010000228881836,344100,0.04377802301770691,151.58999633789062,841700,0.006530709534211839
2015-02-20,100.26000213623047,10085700,-0.004388537828015066,58.349998474121094,11604800,0.0008568849763161883,32.78937530517578,27705022,0.004340275152061453,71.87999725341797,3461700,0.010573101500776685,61.29999923706055,15534000,0.03752037953811296,45.599998474121094,3713000,-0.001096558189276919,186.02000427246094,1054000,0.02010539408270375,57.869998931884766,3163100,0.011232032541536992,28.149999618530273,384300,-0.03055064376574452,151.3699951171875,934000,-0.0014534004611204791
2015-02-23,100.18000030517578,6878200,-0.0007985808625571967,58.29999923706055,8589900,-0.0008576198578878028,32.628082275390625,24383868,-0.004943380626044632,71.08999633789062,3378600,-0.011112687525998324,60.56999969482422,11582700,-0.012052163544896096,45.58000183105469,2664500,-0.00043871527562734945,184.13999938964844,767700,-0.010209649663538479,57.650001525878906,1988200,-0.0038160867334427256,28.190000534057617,222600,0.001418975337691705,152.0500030517578,1684100,0.0044722651819930435
2015-02-24,100.69999694824219,6587200,0.005163819849306195,58.36000061035156,7714100,0.0010281249599639814,32.58064651489258,20402805,-0.0014559490241043572,70.9000015258789,3158600,-0.002679757516540667,60.869998931884766,7900700,0.004928523777308661,45.400001525878906,1869800,-0.003964764297930199,182.2899932861328,847400,-0.010148698072591123,57.220001220703125,1952500,-0.007514860118880951,28.350000381469727,213200,0.0056437335188428885,153.47999572753906,847900,0.009317127414570713
2015-02-25,101.20999908447266,9684000,0.005039048916548323,58.4900016784668,8455200,0.002222620351934346,32.88425064086914,39229880,0.00923250857354912,70.36000061035156,3029500,-0.007674828181395685,60.619998931884766,9983900,-0.004124051540827487,45.720001220703125,2958800,0.006999118247602214,184.89999389648438,922400,0.014115742003824847,56.5,3365300,-0.012743384437223452,28.8700008392334,201700,0.018011792263511406,152.72999572753906,865400,-0.004910626733323256
2015-02-26,102.80000305175781,11437900,0.0154669642031491,58.959999084472656,11489100,0.007971462233784787,32.81783676147461,20977551,-0.00202371289360838,70.02999877929688,4544900,-0.004712292400499751,60.52000045776367,7328200,-0.001652321106489114,46.619998931884766,4903000,0.019304970652114412,183.11000061035156,757500,-0.00977550805617561,57.25,2029500,0.013100436681222707,29.600000381469727,205100,0.024662146379340062,155.25,864600,0.01623191157784823
2015-02-27,102.51000213623047,8500000,-0.0028290011655833116,58.540000915527344,13059900,-0.007174550091848577,32.561668395996094,25705901,-0.00786717567303815,70.16999816894531,3353200,0.0019951459783619624,60.5,8649100,-0.0003305860787383781,46.09000015258789,5555500,-0.011499214092910267,180.3699951171875,944700,-0.01519102715162721,57.33000183105469,5229200,0.0013954618611463547,27.969999313354492,372100,-0.05827676468111237,154.47000122070312,1312000,-0.0050495162370228185
2015-03-02,103.22000122070312,7277600,0.006878502965278494,58.58000183105469,9667200,0.0006828425107036834,32.98861312866211,22505008,0.01294218495942363,71.12000274658203,3815100,0.01335776913594643,60.459999084472656,6150900,-0.0006616095953203015,47.310001373291016,5261700,0.025787385019859246,184.6199951171875,971000,0.023020258435725305,57.88999938964844,3572800,0.009673476671238065,28.459999084472656,431000,0.01721713938443169,157.5500030517578,1184600,0.019549360656266414
2015-03-03,102.33999633789062,6419700,-0.008598836371920845,58.34000015258789,8251300,-0.004113844323604286,32.78937530517578,25343641,-0.00607629214134124,70.37000274658203,4137300,-0.01065795041533416,59.619998931884766,7421000,-0.01408923461316365,46.540000915527344,2256200,-0.016544917116810224,182.50999450683594,957400,-0.011561014047767845,55.439998626708984,6511100,-0.0441919340481212,29.989999771118164,864000,0.051017028953730545,156.22000122070312,1410100,-0.008513646272321424
2015-03-04,101.6500015258789,8665500,-0.006787946892809973,57.880001068115234,13335200,-0.007947461575394808,32.86527633666992,20434636,0.002309459708070457,70.6500015258789,3005100,0.003963181503885915,60.27000045776367,8536000,0.010784826961042049,46.22999954223633,3293000,-0.006705632194691984,182.52999877929688,715700,0.00010959443704990836,55.61000061035156,3810100,0.003057039773003221,29.770000457763672,9323200,-0.007389966744092505,158.0,1014800,0.011265815058840981
2015-03-05,102.5199966430664,8042300,0.008486101694057549,57.97999954223633,11534100,0.0017247063627216569,32.703983306884766,24717354,-0.004931907782352653,70.58999633789062,3465900,-0.0008500522892940319,56.86000061035156,47051800,-0.059971857383190164,46.459999084472656,2327600,0.004950485294202169,185.7899932861328,1085200,0.017546663569847173,56.689998626708984,4946800,0.019050944479095305,29.75,1323700,-0.0006722842945772059,160.0,872100,0.0125
2015-03-06,100.11000061035156,9287600,-0.02407347935292736,56.84000015258789,11064700,-0.020056287589516025,32.2296028137207,42080528,-0.014718781857346082,68.41000366210938,5880800,-0.031866577387550915,55.63999938964844,22853000,-0.021926693639218488,45.779998779296875,3486500,-0.014853654943374492,181.64999389648438,1001700,-0.02279107915636744,55.439998626708984,2302200,-0.02254689810540138,29.760000228881836,819000,0.0003360291937138763,156.8300018310547,865500,-0.020212957545968767
2015-03-09,100.66000366210938,5701100,0.005463968127837906,57.2599983215332,8342000,0.0073349315622904575,32.286529541015625,32858028,0.0017631726947488812,69.58000183105469,5848000,0.01681515001661186,55.540000915527344,14779900,-0.0018004766379673778,46.290000915527344,3757800,0.011017544310728142,184.91000366210938,897600,0.0176302509386247,55.7400016784668,1852800,0.005382185911804668,29.81999969482422,699200,0.0020120545458220365,160.14999389648438,705700,0.020730516340672606
2015-03-10,99.52999877929688,8735700,-0.011353409993686758,56.58000183105469,13125000,-0.012018318636838405,32.04933547973633,40344696,-0.0074009041912668164,68.77999877929688,3664900,-0.011631332741439616,55.84000015258789,17907700,0.0053724791590396065,45.70000076293945,2189500,-0.012910287587267458,181.27999877929688,1498100,-0.020024298914696734,55.310001373291016,2784600,-0.007774368007581116,29.799999237060547,768100,-0.000671156317977299,158.94000244140625,834500,-0.007612881820133307
2015-03-11,98.31999969482422,9138100,-0.01230674418458479,56.060001373291016,15665300,-0.009275783892709975,31.907020568847656,26996840,-0.0044603008476329096,68.45999908447266,3424500,-0.0046742579477597095,56.619998931884766,14629000,0.013776029565723456,46.0099983215332,3245000,0.006737612908120182,178.80999755859375,1172000,-0.013813552119163455,59.0,12635300,0.06254234960523702,30.229999542236328,789800,0.014224290826567808,161.25,1209700,0.01432556625484496
2015-03-12,99.83000183105469,8318000,0.015125734834562967,56.16999816894531,12954300,0.001958283767847989,32.25806427001953,29699085,0.010882354819353903,69.55999755859375,2724000,0.01581366464532308,58.0,18227800,0.023793121864055765,46.84000015258789,2276500,0.017719936557447476,178.0,1020400,-0.004550548081987359,62.29999923706055,11356400,0.052969490810161494,30.020000457763672,561400,-0.006995305838456341,166.47999572753906,973100,0.03141516014992256
2015-03-13,99.20999908447266,7821800,-0.006249397765381774,56.20000076293945,13072900,0.0005338539784135652,32.25806427001953,29596847,0.0,69.88999938964844,3223800,0.004721731777602001,58.0,10114500,0.0,46.45000076293945,2487100,-0.008396111587571855,176.88999938964844,1377300,-0.006275089683880227,59.7599983215332,7191100,-0.04250336323406673,30.350000381469727,1576100,0.010873143972266209,166.4199981689453,1024800,-0.00036051892353010373
2015-03-16,101.05999755859375,7726500,0.018305942200804823,57.119998931884766,11520800,0.01610641082193304,32.67552185058594,30615643,0.01277585045084507,71.06999969482422,3922300,0.016603353176343358,59.119998931884766,12098700,0.018944501896476264,46.97999954223633,2519800,0.0112813704653273,178.5,1539300,0.00901961126247374,61.27000045776367,5429200,0.02464504855473904,30.889999389648438,590100,0.017481353798914943,171.77000427246094,1354700,0.031146335043628837
2015-03-17,99.88999938964844,7301500,-0.011712865913447577,56.470001220703125,9999400,-0.01151049578768802,32.41935348510742,21746760,-0.007901711105873609,70.83999633789062,2572500,-0.003246800802141917,59.72999954223633,10983600,0.010212633769069734,47.150001525878906,2906900,0.0036055562702213334,184.1199951171875,1575800,0.030523545873496913,62.720001220703125,3630300,0.02311863416324082,31.079999923706055,528800,0.006113273311583749,172.47999572753906,1018200,0.004116369855433409
2015-03-18,101.45999908447266,7972500,0.015474075586350859,57.650001525878906,14928500,0.020468348203704433,32.618595123291016,34923131,0.006108222547001328,73.54000091552734,6436200,0.03671477487113596,59.88999938964844,11889200,0.0026715620144047657,47.5099983215332,3056000,0.007577284958377564,188.16000366210938,1426700,0.021471133430549724,64.95999908447266,6325200,0.03448272622135791,31.299999237060547,975200,0.00702873222737985,173.6999969482422,1082600,0.0070236110658462
2015-03-19,101.69000244140625,6863100,0.002261808942979637,58.209999084472656,14455900,0.00962029835769449,32.4003791809082,21541020,-0.00673498112983182,74.22000122070312,7051200,0.009161954917700811,61.189998626708984,14110500,0.021245289528297306,47.40999984741211,2000700,-0.0021092274719033185,189.07000732421875,1168900,0.004813051392910212,63.939998626708984,4970500,-0.015952462928855896,31.5,904300,0.006349230569506448,170.3699951171875,1989400,-0.01954570597225277
2015-03-20,102.4000015258789,12433800,0.0069335847059848205,58.58000183105469,26114000,0.006316195544840079,32.49525451660156,62355378,0.0029196674131260715,76.12000274658203,10713900,0.024960607689471226,60.400001525878906,13313100,-0.013079421868749407,47.34000015258789,4542700,-0.0014786585255300668,187.7100067138672,3077100,-0.007245221680827374,63.060001373291016,5246000,-0.013954919667837027,31.110000610351562,1189400,-0.012536142140693781,172.8699951171875,1799600,0.014461734659651407
2015-03-23,102.9800033569336,9016000,0.005632179181858963,58.72999954223633,10658500,0.002554022004951117,33.254268646240234,53549524,0.022824562395675686,76.36000061035156,6284400,0.0031429788089472133,60.47999954223633,7926400,0.0013227185344397217,47.150001525878906,4820100,-0.0040296632144264325,185.44000244140625,993000,-0.01224117904753692,63.279998779296875,3974300,0.003476570958434267,30.850000381469727,251600,-0.00842788413830967,166.3699951171875,1492300,-0.03906954493459916
2015-03-24,101.95999908447266,8390700,-0.010003965100233828,58.630001068115234,13065300,-0.0017055854050713286,32.75142288208008,34953907,-0.015353402078762447,75.55999755859375,5111600,-0.010587653224015024,59.630001068115234,7970000,-0.014254544002944795,47.02000045776367,1938100,-0.002764803633551844,183.44000244140625,816000,-0.010902747347263217,63.09000015258789,3973500,-0.0030115489974553568,30.649999618530273,301200,-0.006525310454442464,165.9199981689453,951500,-0.002712132070927252
2015-03-25,100.33999633789062,8444100,-0.016145134599434723,58.2599983215332,14038400,-0.0063508883838274376,32.542694091796875,30783229,-0.006413998475185186,74.36000061035156,5431600,-0.016137667272626912,58.220001220703125,11619200,-0.024218478492760855,46.27000045776367,4148400,-0.01620920666911636,175.6300048828125,1399700,-0.04446846974584382,61.22999954223633,4423900,-0.030377276241338822,30.440000534057617,662800,-0.006898787148104679,163.00999450683594,741200,-0.017851688609113733
2015-03-26,100.13999938964844,9972400,-0.0019971734517791636,57.599998474121094,10582900,-0.01145833098778012,32.40986633300781,26167553,-0.004098374162493356,73.44000244140625,4023500,-0.012527207766357696,57.27000045776367,10853900,-0.016588104685629847,46.11000061035156,3550800,-0.003469959776495641,176.0399932861328,1593300,0.002328950346265484,61.880001068115234,5428000,0.01050422615803462,30.100000381469727,248100,-0.011295685989333169,164.32000732421875,791000,0.007972326916941006
2015-03-27,100.33999633789062,5847400,0.0019931927002339762,57.75,8523500,0.00259742901954816,32.76091003417969,24073782,0.010715322034877194,73.58000183105469,4171600,0.0019026826062044251,57.650001525878906,6830100,0.006591518786771464,46.220001220703125,2801700,0.0023799352541403742,180.58999633789062,1450300,0.02519521094205344,61.630001068115234,4801400,-0.004056465936511876,30.100000381469727,408000,0.0,165.97000122070312,677400,0.009941518854905898
2015-03-30,101.55000305175781,6061200,0.01191537840969314,58.34000015258789,8189000,0.010113132517050892,33.20683288574219,26890386,0.013428647444242211,73.87000274658203,3370700,0.003925827869835325,58.2400016784668,5781900,0.010130496833519713,46.91999816894531,2206900,0.014918946623179767,180.25999450683594,1180200,-0.0018306992184123968,60.0,9994100,-0.02716668446858724,31.170000076293945,360900,0.03432786949647771,168.25999450683594,981400,0.013609849999369733
2015-03-31,100.5999984741211,8028000,-0.00944338560682089,57.47999954223633,10458700,-0.014961736555332323,33.007591247558594,27937956,-0.006036236836831608,72.6500015258789,4348000,-0.016792858844862434,58.540000915527344,12313600,0.0051246879461693704,46.290000915527344,2768400,-0.013609791336310923,173.3000030517578,1823300,-0.040161519518262516,59.349998474121094,8447300,-0.010952005772373055,31.149999618530273,357800,-0.0006420692779647469,165.5500030517578,606200,-0.016369624917680424
2015-04-01,99.1500015258789,11368100,-0.014624275601889197,56.86000061035156,12712200,-0.010903955772590911,32.5711555480957,33984017,-0.013399453968356586,71.52999877929688,5875800,-0.015657804637153116,57.099998474121094,14903300,-0.025218957616240375,46.27000045776367,4751300,-0.0004322554044910537,169.5,2864800,-0.022418897060518066,57.939998626708984,35152900,-0.024335517446183237,30.860000610351562,525700,-0.00939724570457185,163.99000549316406,1138200,-0.009512759963037984
