,JNJ,PFE,LLY,PRGO,CTLT,VTRS,ALXN,ZTS,ABBV,MRK,SPY
2015-02-19,0.007348539088336572,-0.0020341820640270166,0.001546690187056398,0.006530709534211839,0.04377802301770691,0.011709227007149391,0.010917300342828864,-0.004381094010014646,-0.004067825058759269,-0.008576329443279932,-0.0007143973632044591
2015-02-20,-0.004388537828015066,0.004340275152061453,0.010573101500776685,-0.0014534004611204791,-0.03055064376574452,0.011232032541536992,0.02010539408270375,-0.001096558189276919,0.03752037953811296,0.0008568849763161883,0.005964825472728816
2015-02-23,-0.0007985808625571967,-0.004943380626044632,-0.011112687525998324,0.0044722651819930435,0.001418975337691705,-0.0038160867334427256,-0.010209649663538479,-0.00043871527562734945,-0.012052163544896096,-0.0008576198578878028,-0.00014203294514125595
2015-02-24,0.005163819849306195,-0.0014559490241043572,-0.002679757516540667,0.009317127414570713,0.0056437335188428885,-0.007514860118880951,-0.010148698072591123,-0.003964764297930199,0.004928523777308661,0.0010281249599639814,0.0028326842530678226
2015-02-25,0.005039048916548323,0.00923250857354912,-0.007674828181395685,-0.004910626733323256,0.018011792263511406,-0.012743384437223452,0.014115742003824847,0.006999118247602214,-0.004124051540827487,0.002222620351934346,-0.0008505064103784278
2015-02-26,0.0154669642031491,-0.00202371289360838,-0.004712292400499751,0.01623191157784823,0.024662146379340062,0.013100436681222707,-0.00977550805617561,0.019304970652114412,-0.001652321106489114,0.007971462233784787,-0.0011827041074135567
2015-02-27,-0.0028290011655833116,-0.00786717567303815,0.0019951459783619624,-0.0050495162370228185,-0.05827676468111237,0.0013954618611463547,-0.01519102715162721,-0.011499214092910267,-0.0003305860787383781,-0.007174550091848577,-0.0034178354133990218
2015-03-02,0.006878502965278494,0.01294218495942363,0.01335776913594643,0.019549360656266414,0.01721713938443169,0.009673476671238065,0.023020258435725305,0.025787385019859246,-0.0006616095953203015,0.0006828425107036834,0.006273889318322488
2015-03-03,-0.008598836371920845,-0.00607629214134124,-0.01065795041533416,-0.008513646272321424,0.051017028953730545,-0.0441919340481212,-0.011561014047767845,-0.016544917116810224,-0.01408923461316365,-0.004113844323604286,-0.004120928363481826
2015-03-04,-0.006787946892809973,0.002309459708070457,0.003963181503885915,0.011265815058840981,-0.007389966744092505,0.003057039773003221,0.00010959443704990836,-0.006705632194691984,0.010784826961042049,-0.007947461575394808,-0.004233455775748999
2015-03-05,0.008486101694057549,-0.004931907782352653,-0.0008500522892940319,0.0125,-0.0006722842945772059,0.019050944479095305,0.017546663569847173,0.004950485294202169,-0.059971857383190164,0.0017247063627216569,0.0010928964125751384
2015-03-06,-0.02407347935292736,-0.014718781857346082,-0.031866577387550915,-0.020212957545968767,0.0003360291937138763,-0.02254689810540138,-0.02279107915636744,-0.014853654943374492,-0.021926693639218488,-0.020056287589516025,-0.014265092596950302
2015-03-09,0.005463968127837906,0.0017631726947488812,0.01681515001661186,0.020730516340672606,0.0020120545458220365,0.005382185911804668,0.0176302509386247,0.011017544310728142,-0.0018004766379673778,0.0073349315622904575,0.004127474600846381
2015-03-10,-0.011353409993686758,-0.0074009041912668164,-0.011631332741439616,-0.007612881820133307,-0.000671156317977299,-0.007774368007581116,-0.020024298914696734,-0.012910287587267458,0.0053724791590396065,-0.012018318636838405,-0.016489437765942916
2015-03-11,-0.01230674418458479,-0.0044603008476329096,-0.0046742579477597095,0.01432556625484496,0.014224290826567808,0.06254234960523702,-0.013813552119163455,0.006737612908120182,0.013776029565723456,-0.009275783892709975,-0.0023471673718291563
2015-03-12,0.015125734834562967,0.010882354819353903,0.01581366464532308,0.03141516014992256,-0.006995305838456341,0.052969490810161494,-0.004550548081987359,0.017719936557447476,0.023793121864055765,0.001958283767847989,0.012554350685127714
2015-03-13,-0.006249397765381774,0.0,0.004721731777602001,-0.00036051892353010373,0.010873143972266209,-0.04250336323406673,-0.006275089683880227,-0.008396111587571855,0.0,0.0005338539784135652,-0.006170161109474008
2015-03-16,0.018305942200804823,0.01277585045084507,0.016603353176343358,0.031146335043628837,0.017481353798914943,0.02464504855473904,0.00901961126247374,0.0112813704653273,0.018944501896476264,0.01610641082193304,0.013184389566874398
2015-03-17,-0.011712865913447577,-0.007901711105873609,-0.003246800802141917,0.004116369855433409,0.006113273311583749,0.02311863416324082,0.030523545873496913,0.0036055562702213334,0.010212633769069734,-0.01151049578768802,-0.0029813189900525115
2015-03-18,0.015474075586350859,0.006108222547001328,0.03671477487113596,0.0070236110658462,0.00702873222737985,0.03448272622135791,0.021471133430549724,0.007577284958377564,0.0026715620144047657,0.020468348203704433,0.0118787414247254
2015-03-19,0.002261808942979637,-0.00673498112983182,0.009161954917700811,-0.01954570597225277,0.006349230569506448,-0.015952462928855896,0.004813051392910212,-0.0021092274719033185,0.021245289528297306,0.00962029835769449,-0.004582370949246718
2015-03-20,0.0069335847059848205,0.0029196674131260715,0.024960607689471226,0.014461734659651407,-0.012536142140693781,-0.013954919667837027,-0.007245221680827374,-0.0014786585255300668,-0.013079421868749407,0.006316195544840079,0.004324906830811716
2015-03-23,0.005632179181858963,0.022824562395675686,0.0031429788089472133,-0.03906954493459916,-0.00842788413830967,0.003476570958434267,-0.01224117904753692,-0.0040296632144264325,0.0013227185344397217,0.002554022004951117,-0.0019523983909970238
2015-03-24,-0.010003965100233828,-0.015353402078762447,-0.010587653224015024,-0.002712132070927252,-0.006525310454442464,-0.0030115489974553568,-0.010902747347263217,-0.002764803633551844,-0.014254544002944795,-0.0017055854050713286,-0.005650764459313356
2015-03-25,-0.016145134599434723,-0.006413998475185186,-0.016137667272626912,-0.017851688609113733,-0.006898787148104679,-0.030377276241338822,-0.04446846974584382,-0.01620920666911636,-0.024218478492760855,-0.0063508883838274376,-0.014871757868758837
2015-03-26,-0.0019971734517791636,-0.004098374162493356,-0.012527207766357696,0.007972326916941006,-0.011295685989333169,0.01050422615803462,0.002328950346265484,-0.003469959776495641,-0.016588104685629847,-0.01145833098778012,-0.0023870522929625
2015-03-27,0.0019931927002339762,0.010715322034877194,0.0019026826062044251,0.009941518854905898,0.0,-0.004056465936511876,0.02519521094205344,0.0023799352541403742,0.006591518786771464,0.00259742901954816,0.0022844425398770647
2015-03-30,0.01191537840969314,0.013428647444242211,0.003925827869835325,0.013609849999369733,0.03432786949647771,-0.02716668446858724,-0.0018306992184123968,0.014918946623179767,0.010130496833519713,0.010113132517050892,0.012052794750712786
2015-03-31,-0.00944338560682089,-0.006036236836831608,-0.016792858844862434,-0.016369624917680424,-0.0006420692779647469,-0.010952005772373055,-0.040161519518262516,-0.013609791336310923,0.0051246879461693704,-0.014961736555332323,-0.008816583775581739
2015-04-01,-0.014624275601889197,-0.013399453968356586,-0.015657804637153116,-0.009512759963037984,-0.00939724570457185,-0.024335517446183237,-0.022418897060518066,-0.0004322554044910537,-0.025218957616240375,-0.010903955772590911,-0.003548836841853442
2015-04-02,0.0049176823240771415,0.0014543721155372107,-0.004070759744854362,-0.0015880398974521372,-0.007509025657420374,0.0027538700794179282,0.0025891634405381322,0.004946226714759744,-0.0015786731316898975,0.004203115064500453,0.0035846031990534287
2015-04-06,-0.00484061829177278,0.002900191705808546,0.0009816252590206815,0.007696995590672349,-0.0029468972672329007,0.006497966331904366,0.00404385173569056,-0.0036692890616586136,0.010414898150696234,0.0013991226062908214,0.006688155595448486
2015-04-07,0.009390557705700027,0.0017371387649447424,0.00543932226287213,-0.0017606294354452086,-0.0026264554648483024,0.018297803561724644,0.030511335893110794,0.0006470832377464783,0.013865073330733611,0.004353125521008733,-0.0026534304081284412
2015-04-08,0.0005990933086495211,0.002886911688150395,0.006237069551208675,0.15533329890324518,0.011038966266556932,0.12858397947697353,0.012567355386723057,-0.0032460837232370626,0.0066315795823603885,-0.0048993660861073604,0.0033656936369938556
2015-04-09,0.011546414169576599,0.011133285042192003,0.002902143210355564,0.018621021666175318,0.005810210065703174,0.02482165337581125,-0.004905059479771372,0.007303977618912639,0.02503312879928229,0.004875479328034072,0.004404012426162141
2015-04-10,0.007152613609656066,0.011568789952356398,0.02110386359897292,-0.0007554464577130968,-0.008135372721252134,0.0019931576581190434,0.029067209171712002,0.013143925290481485,0.027096779115738406,-0.0031441101340747815,0.005427534879490506
2015-04-13,-0.015017349189523866,-0.00997426941217936,-0.005440717412174011,0.016494956164617144,-0.006550895875947497,-0.02450408933780948,0.0012028497979482643,-0.010930096939584303,-0.013071882795547251,-0.009166234125853004,-0.00454348349935875
2015-04-14,-0.00029851183539087405,-0.0017128395707605442,-0.0008167378075346556,0.008886040242031105,0.0061848512680919504,0.000874456216649891,-0.0009850737444109423,0.0051173064106270144,0.008425153069978309,0.017832389356439552,0.0019094426692661016
2015-04-15,0.0007952468416315893,0.005112135715510013,0.003391670100463529,-0.0023620673770014065,0.00935185144749677,-0.02770714687025127,0.006038190715853262,0.0021276271089594413,0.0049975425551227765,0.011805003120611588,0.0044669829175229174
2015-04-16,-0.008117021256262102,-0.0005683124992073446,-0.0029936212695358547,-0.021155812632498428,0.002573172187630099,0.0008978779940777725,0.002441919639803812,0.0029698640530568237,0.008947138071988986,-0.010546345241049757,-0.0002852001710620762
2015-04-17,-0.002108847967576223,-0.0042808195600189105,-0.014074743009318663,-0.00010053408830267094,-0.01701015580486619,0.042824375205363696,-0.01621265303175669,-0.007911031179460829,-0.0048161700538001525,-0.01687762071809797,-0.011637404205144754
2015-04-20,0.006286770373951491,-0.0008568515797777515,-0.000828581073876474,-0.004543587884515434,0.01355276151648681,-0.02601023605715599,0.023531367282268525,0.0057398055380255735,0.019672646867943875,0.012671403133176834,0.009054129616447061
2015-04-21,0.0008973476026587107,-0.0034394251045765695,-0.002769762916112899,-0.027279298345796024,0.000967140109696525,0.08127442510961783,0.005728622295870193,0.010517458779364301,0.0011004510949938172,0.0008671390425400935,-0.001192748056870437
2015-04-22,0.0012944065819271852,0.0011450854848673868,0.0012448680980099627,0.043076886728442926,0.00128779809615162,-0.02306627256559356,0.007492447227893446,-0.010844187741186532,0.01410409299537116,0.0005199996535098951,0.004890085721025036
2015-04-23,0.00029861417051826037,0.012160657537635988,0.0013811943648281548,0.0006447695266786256,-0.00032206857093574097,0.017505779248047564,-0.019557918379780822,0.0004250894386395192,-0.004202282382356518,-0.003129895851664189,0.0025099392408846513
2015-04-24,0.00613378250248061,-0.002551719515136813,-0.011455709330094838,-0.0453108275225237,-0.0016128786148563508,0.03115954763687371,-0.02498889357087944,0.017950336319986777,0.027546537055104507,0.001562502690487509,0.002315096850957854
2015-04-27,-0.00497116713956573,-0.019658842224670722,-0.009733424281944713,-0.024484813258127527,-0.03367790051984314,-0.06051305443421849,-0.030500725785720672,-0.023062096393966735,-0.016148925037968033,-0.008756567659570261,-0.004175117930376284
2015-04-28,0.0015882076246537748,-0.0031903158248247363,0.004074190984602407,-0.010140025730121885,-0.007389966744092505,0.013615704528057777,-0.02145194137050289,-0.02405428164945409,0.022108606827074818,0.04801602350942357,0.0031687389387492124
2015-04-29,-0.003486387849875645,-0.005540908390041022,0.015218573501638822,-0.008931437952920434,-0.002019568331874307,0.024026857926541526,0.014572886183988774,-0.011278158066473249,-0.013103773371052126,-0.005026796841931806,-0.00413161935188591
2015-04-30,-0.011995992721926557,-0.010610097491979949,-0.005704689259029452,-0.007965990416801053,-0.032672874930571055,-0.030999139185555295,-0.025881965333523525,-0.018009974892729885,-0.015001446587869711,-0.0020147570369025837,-0.010121848519595203
2015-05-01,0.009287928999159494,0.004401406062064698,0.01709518535348292,0.015999118519407524,0.015063287932209393,0.022059781660335512,0.018956546507019927,0.004259189392661894,-0.005286131357250552,0.005011681156058461,0.01072510674707558
2015-05-04,0.0021923390537954054,0.0069929799576983935,-0.0009582435578356125,0.008939065194990011,0.006124542664644622,-0.01149892269402735,-0.007005236000373052,0.01740090063823076,0.005565872118939288,0.012862776832910471,0.002839324639029861
2015-05-05,-0.008542698232372801,-0.00586158265324111,-0.01585314047549024,0.0010099528861682847,-0.007196678624962448,-0.0021951387494742952,-0.016315633047811567,0.0061295704340253625,-0.012840583886422617,-0.00247971081202725,-0.011584554803450867
2015-05-06,-0.0033276377649266334,-0.019725057327288437,0.0019430865193422351,0.009164113757421653,-0.013194481881313374,-0.025897202798854806,-0.08734926149761757,-0.008611158793656131,0.0012511419780357196,-0.0038168497069374255,-0.004133823486375237
2015-05-07,0.0049167717756201735,0.0035735416748859544,-0.0032024973254096123,0.005916255930955497,-0.022364187400083405,-0.00937638397261352,0.048785050806915184,0.005926260966312356,0.011746497022885119,0.0006633651083491072,0.003973772444381066
2015-05-08,0.017837760291900467,0.012933518428521994,0.01965605240808616,0.00830740422020381,0.005296596756591331,0.01290139111545154,0.00036803801387143883,0.007407410485513709,0.008277144898976593,0.007244030774570051,0.012994991321482402
2015-05-11,-0.004355166254801693,-0.0017666886486524885,0.0028582970053562563,0.005062484338616473,-0.0003532401649765644,0.004467397837418587,-0.012295150700919858,0.004122339467996643,-0.0006135110030618213,-0.012333361307779948,-0.004795567655424506
2015-05-12,-0.005573778757736845,-0.005328665300806126,-0.014218646391267019,0.0035004256924207897,-0.0039006631215234007,-0.01848422278569115,0.0002483768591202098,-0.011189080760100579,-0.006017580687236485,-0.009421288462805964,-0.003000309056249182
2015-05-13,0.000795642253869518,-0.007456025565503358,0.004945063121709168,-0.002425312126458272,0.01260499683945113,0.007339402318496054,-0.010476119004959657,0.0008767448874735357,0.0075039122551905,-0.004393347755871237,0.00019049873396808208
2015-05-14,0.012569957343421347,0.01208013898275569,0.003558643793102008,0.0018542396171462425,0.025920881200281756,0.009506505197545112,0.014101049816751091,0.01426101695809372,0.010156103631161513,0.01003677628593205,0.010319977249513657
2015-05-15,0.004594342196307969,0.0014710594833950434,-0.002194732913113129,0.0017995172417255784,0.03647718038841967,-0.012169246252074684,-0.007037897982030818,0.004517162649774454,0.0003030253631419649,0.007471372511366031,0.0010826385092068446
2015-05-18,0.010829579742961252,-0.000294274810786148,0.0005484084753010128,0.019508974201976927,0.018387086929813508,0.009946751356013236,0.015935315304969094,0.00513584134646978,-0.00579175811435696,-0.0036660761015916018,0.0030971545903605985
2015-05-19,0.005194314354394772,0.006723168675797627,0.006943424479585941,-0.0034905021599122388,0.0006447600731310166,-0.00042044540908792963,-0.007409217698800222,0.015173892710776894,0.0018256920805310235,0.00842700152632012,-0.0003286266001028283
2015-05-20,-0.003474909417508238,0.002623881825914162,-0.0012267766785967822,-0.0007087141561539446,0.005131489603787781,-0.01277503995550368,0.015081462483088578,-0.0035956427248686642,0.002428229385292417,-0.0009924143929804523,-0.0007045936351182657
2015-05-21,-0.011521190453736683,0.0017462389397358584,0.012252539031180875,0.0036316011331186614,0.0016010002495493636,-0.0072918857454029465,0.02450023553044679,0.01087867083814726,-0.0036557175657478892,-0.005990026946615944,0.0029039583943208432
2015-05-22,-0.010557471247495228,-0.00233371311737485,0.00040385474372731334,0.0010581282439438052,0.006679420745995341,-0.00401950566432681,0.019599831739771714,-0.003569140565464184,-0.002596184487325803,-0.01212525080927407,-0.00239445276155132
2015-05-26,-0.0052568813816816886,-0.004983841208295942,0.00013449747226887995,-0.013895280820961047,-0.010282766265892605,0.012615157351524202,-0.036157646810440494,0.006673611881807236,0.009379654031765753,-0.006952685075885111,-0.010868574172236028
2015-05-27,0.003065337357984283,0.005539293052339784,0.007877222366695177,-0.006426735218508998,0.005750747674588522,0.020682923998247484,0.012966885195670469,0.03033366990611216,0.01899671759383969,0.008240798373935545,0.009402915038530416
2015-05-28,0.00019776838516230244,0.004065053938432529,0.01976183829159083,-0.0027840444805171563,0.018808789612686845,0.008805715285651437,-0.011613169549484237,-0.006923236578340101,0.001333984966010918,0.00402012856615883,-0.001129578399657162
2015-05-29,-0.010085901162237012,0.008920843065430353,0.03155890767572192,-0.019232809266502886,0.0018773300269439859,-0.0006884628066739925,-0.014343299292250707,0.013260997414942867,-0.013215271530383987,0.019543416630601728,-0.006251810779741179
2015-06-01,-0.0009995848981002244,-0.005497619811581311,0.0012658034698872626,0.013938558292343969,-0.04070335516981552,0.009410835301121237,0.005704590656450186,0.00020085017634354285,0.005079993511651954,-0.002304516702031893,0.002032461689673009
2015-06-02,-0.0006000955849096716,-0.002029580346667711,-0.013470212865498907,0.006793227739255397,-0.04633726355457126,-0.01438850211803311,-0.005307760952656329,-0.004033822929730479,-0.004653220441508532,-0.008466107359281591,-0.0009935972429066231
2015-06-03,0.001098940803091944,-0.002324896348322451,-0.0015417591464018333,0.008015148484185637,-0.008937787126780262,0.001519555342989715,-0.01473413545965768,-0.0006055014017376696,0.00582001756775912,0.0024838170673562223,0.002642495108683952
2015-06-04,-0.008666662822368434,-0.0049650367798116215,-0.00193101860568494,-0.01555371175888709,-0.0003438868262748425,0.025575467794640816,-0.015528739209198327,-0.01329238631695437,0.006081222839660269,-0.015469953759224678,-0.008518503995329342
2015-06-05,-0.006491602016593218,-0.004400115018419223,0.005632391525043838,-0.008470199845784586,0.017899381145578944,-0.0020232199502803034,0.0074878134866715055,0.0022443746056193662,-0.0002966860921913828,-0.008136964376652036,-0.0017161681985951324
2015-06-08,-0.006431168429010609,-0.003237141243863063,0.005094165990641263,-0.012332620131167602,-0.018225608254333267,-0.006653059791144163,-0.0055213301359255725,-0.004303259994995555,0.005753051842179691,-0.0020384363641806724,-0.006187685012272244
2015-06-09,0.002545565648411923,0.0008820457408279833,0.05134710852203496,-0.004038871840523637,-0.004837573844674994,0.0020325409170201033,-0.002137899968770523,0.008935873810066663,-0.0017733522953914036,-0.0005098364925064604,-0.00014391355114446775
2015-06-10,0.006775871637902506,0.008743801825283573,0.004929113496094361,-0.0009042455794963431,0.020311454396548228,0.0035105929706551594,0.06380981448733417,0.009056086952683243,0.008352868005097741,0.012917303302794425,0.011851149732954912
2015-06-11,0.0036275757567603823,0.004352870593720488,0.03938094672516662,-0.005831663990874932,0.007058792755383404,0.0006747139569018996,-0.006577001731655979,0.00360939059617057,-0.002939402491932454,-0.011882545658675704,0.0032131924532481037
2015-06-12,-0.009049307610133046,-0.007307761378990016,-0.028262644333133743,-0.012678096359286309,0.010312690334329796,-0.005563143542560946,0.001597190158513947,-0.01609610984835413,-0.014765068138853381,-0.0179713311685294,-0.007713967993670083
2015-06-15,-0.008821424035246253,-0.0049940900334707146,-0.0015461138271521144,-0.006928555653664286,-0.001332411977640944,-0.001494776679244438,0.024131208319554735,0.0038562741007453255,-0.002092353639007766,-0.013130252346369442,-0.0043039256556715
2015-06-16,0.008845086835943664,0.0,0.008256628430302898,0.0415686114940768,0.012824708701260531,-0.021373951712764586,0.022129378923179482,0.008851310295968638,-0.002096855265567959,0.01022353425659012,0.005422113624962842
2015-06-17,0.0037476221412084737,-0.0017657671899323228,-0.014964683565993488,-0.015504689324883865,0.00523388449490887,-0.011511998542456887,0.014848997303808172,0.009168808077760519,0.014755792379138485,0.0034536481344575724,0.00161449424855444
2015-06-18,0.016241503024162437,0.011347075353854728,-0.005900744922534175,-0.0002655781393775471,0.003910095703655329,0.018329578919654144,0.022824830572375016,0.006534689723855198,0.017541412800548415,0.011606081300645738,0.010292332239731798
2015-06-19,-0.005007009783136028,-0.005558740138103314,-0.004961922736750609,-0.01772972313133446,-0.006229525706807121,-0.013124752526717527,0.0021149642221103835,-0.005175125653800289,0.007196315138780195,-0.009476209999738413,-0.009344913635585862
2015-06-22,0.0022978892592085552,0.003788894853714698,0.0034973579586492698,-0.0007032232717380179,0.009418671870876652,-0.0028004002067264725,0.020399551023276705,-0.0003982568155618984,0.00912720143439575,0.013428538006781511,0.00509699294051463
2015-06-23,-0.00310681060719827,0.005507297553846665,-0.003024071676995774,0.023866119050782304,-0.0009753149031949267,-0.005632238028526546,0.014037254878924321,0.004953437565946568,-0.0014282506185399526,0.0033880561134676974,0.0007073849331902636
2015-06-24,-0.004530322560625382,-0.007887860426228483,-0.004984148092238691,-0.0012158792719728251,-0.026017368197308665,-0.00225791746170929,-0.03211159357012531,-0.015288717566439503,-0.01155728703055858,-0.013564510268930255,-0.007315882594455167
2015-06-25,-0.0021186347725348272,-0.00617285993339977,0.029952839907058142,0.00026427276562295996,-0.0023403442053268786,-0.007106310341993354,0.004948887569397123,0.10238356580507642,0.008593504393348942,-0.005872195917575661,-0.003049649231807297
2015-06-26,0.005218753976833409,-0.0029480720419621685,0.012230581724236085,0.007032255662187793,-0.004702700285378305,-0.018824255686583666,-0.007861192584617205,-0.13903748014682268,0.009083159210393389,0.010087196711521045,-0.00019060759096730916
2015-06-29,-0.020065510630110035,-0.009824359007122752,-0.024707564155941986,-0.03481049029736077,-0.011209236335586842,-0.021144467887783482,-0.03763502839863656,-0.03292966320607356,-0.048824036385783885,-0.020946076867913197,-0.021419575477041434
