,JNJ,PFE,LLY,PRGO,CTLT,VTRS,ALXN,ZTS,ABBV,MRK
2016-08-29,119.91999816894531,33.311195373535156,78.5999984741211,89.04000091552734,25.09000015258789,43.220001220703125,127.98999786376953,50.7599983215332,64.51000213623047,63.0099983215332
2016-08-30,119.47000122070312,33.092979431152344,77.7699966430664,91.0199966430664,25.06999969482422,42.75,128.22000122070312,50.75,64.16000366210938,62.709999084472656
2016-08-31,119.33999633789062,33.0170783996582,77.75,90.98999786376953,25.229999542236328,42.36000061035156,125.86000061035156,51.099998474121094,64.0999984741211,62.790000915527344
2016-09-01,119.08000183105469,32.90322494506836,77.2300033569336,91.25,25.229999542236328,41.91999816894531,125.62999725341797,51.11000061035156,64.02999877929688,62.900001525878906
2016-09-02,119.31999969482422,32.98861312866211,76.8499984741211,90.75,25.239999771118164,39.970001220703125,123.66999816894531,51.2599983215332,64.12000274658203,62.97999954223633
2016-09-06,119.75,32.98861312866211,78.51000213623047,92.06999969482422,25.280000686645508,40.400001525878906,125.8499984741211,51.290000915527344,64.61000061035156,63.2400016784668
2016-09-07,119.61000061035156,33.05502700805664,78.58999633789062,90.38999938964844,23.719999313354492,40.310001373291016,125.08999633789062,52.040000915527344,64.97000122070312,62.869998931884766
2016-09-08,119.47000122070312,32.94117736816406,79.88999938964844,90.69999694824219,23.889999389648438,40.56999969482422,130.05999755859375,51.40999984741211,64.05999755859375,63.2400016784668
2016-09-09,118.2300033569336,32.35293960571289,78.23999786376953,88.70999908447266,23.610000610351562,39.88999938964844,124.91999816894531,50.38999938964844,63.36000061035156,62.4900016784668
2016-09-12,119.16000366210938,32.87476348876953,79.08000183105469,95.2300033569336,24.219999313354492,41.33000183105469,129.2899932861328,51.150001525878906,64.08000183105469,63.189998626708984
2016-09-13,117.61000061035156,32.296016693115234,78.4800033569336,93.58000183105469,23.860000610351562,40.90999984741211,126.79000091552734,50.31999969482422,63.34000015258789,61.810001373291016
2016-09-14,117.86000061035156,32.20113754272461,78.29000091552734,92.93000030517578,24.149999618530273,40.84000015258789,129.4199981689453,50.54999923706055,63.34000015258789,61.349998474121094
2016-09-15,118.62999725341797,32.390892028808594,78.81999969482422,93.94999694824219,25.270000457763672,41.4900016784668,129.6999969482422,50.720001220703125,63.349998474121094,62.380001068115234
2016-09-16,118.25,32.20113754272461,78.80000305175781,93.30000305175781,25.59000015258789,41.790000915527344,131.4600067138672,50.5099983215332,63.27000045776367,62.279998779296875
2016-09-19,117.66000366210938,31.925996780395508,79.16000366210938,93.27999877929688,26.09000015258789,41.4900016784668,131.17999267578125,50.31999969482422,62.90999984741211,61.33000183105469
2016-09-20,117.94999694824219,32.07780075073242,79.87999725341797,93.37000274658203,26.209999084472656,41.2599983215332,131.72999572753906,50.599998474121094,63.279998779296875,61.939998626708984
2016-09-21,118.91000366210938,32.523719787597656,80.87000274658203,93.69000244140625,26.540000915527344,41.90999984741211,130.36000061035156,51.060001373291016,64.0999984741211,62.70000076293945
2016-09-22,119.45999908447266,32.4003791809082,81.29000091552734,97.12000274658203,26.6299991607666,42.59000015258789,133.69000244140625,51.630001068115234,65.08000183105469,63.02000045776367
2016-09-23,118.80999755859375,32.50474548339844,81.16000366210938,97.4000015258789,26.700000762939453,42.060001373291016,127.22000122070312,51.5099983215332,64.9800033569336,62.959999084472656
